staters,total_deaths,total_pop,male_deaths,female_deaths,pop_male,pop_female,male_white_deaths,female_white_deaths,female_black_deaths,male_black_deaths,pop_male_white,pop_male_black,pop_female_white,pop_female_black,male_white_20s_deaths,male_white_30s_deaths,male_white_40s_deaths,male_white_50s_deaths,male_white_60s_deaths,male_white_70s_deaths,male_white_80s_deaths,male_white_90s_deaths,female_white_20s_deaths,female_white_30s_deaths,female_white_40s_deaths,female_white_50s_deaths,female_white_60s_deaths,female_white_70s_deaths,female_black_30s_deaths,female_black_50s_deaths,male_black_20s_deaths,male_black_30s_deaths,male_black_40s_deaths,male_black_50s_deaths,male_black_60s_deaths,male_black_70s_deaths,male_black_80s_deaths,male_black_90s_deaths,female_white_80s_deaths,female_white_90s_deaths,female_black_20s_deaths,female_black_40s_deaths,female_black_60s_deaths,female_black_70s_deaths,female_black_80s_deaths,female_black_90s_deaths,pop_male_white_20s,pop_male_white_30s,pop_male_white_40s,pop_male_white_50s,pop_male_white_60s,pop_male_white_70s,pop_male_white_80s,pop_male_black_20s,pop_male_black_30s,pop_male_black_40s,pop_male_black_50s,pop_male_black_60s,pop_male_black_70s,pop_male_black_80s,pop_female_white_20s,pop_female_white_30s,pop_female_white_40s,pop_female_white_50s,pop_female_white_60s,pop_female_white_70s,pop_female_white_80s,pop_female_black_20s,pop_female_black_30s,pop_female_black_40s,pop_female_black_50s,pop_female_black_60s,pop_female_black_70s,pop_female_black_80s,male_white_below_40_deaths,male_white_over_40_deaths,female_white_below_40_deaths,female_white_over_40_deaths,female_black_below_40_deaths,female_black_over_40_deaths,male_black_below_40_deaths,male_black_over_40_deaths,pop_male_white_below_40,pop_male_white_over_40,pop_male_black_below_40,pop_male_black_over_40,pop_female_white_below_40,pop_female_white_over_40,pop_female_black_below_40,pop_female_black_over_40,year,employment,real_gdp,personal_income,st,sen_dem_majority,hs_dem_majority,sen_rep_majority,hs_rep_majority
NJ,17226,5624939.0,9047.0,8179.0,2650598.0,2974341.0,8078.0,7382.0,797.0,969.0,2265544.0,307055.0,2521514.0,369166.0,55.0,118.0,298.0,1003.0,2351.0,2736.0,1313.0,204.0,27.0,146.0,346.0,917.0,1857.0,2327.0,49.0,162.0,9.0,23.0,76.0,207.0,326.0,231.0,78.0,19.0,1433.0,329.0,6.0,85.0,228.0,132.0,115.0,20.0,522676.0,512835.0,393531.0,316366.0,296642.0,165726.0,57768.0,96120.0,76670.0,52327.0,38892.0,26867.0,12228.0,3951.0,516861.0,522702.0,412140.0,339650.0,352175.0,247725.0,130261.0,104024.0,90107.0,64508.0,46791.0,35016.0,20073.0,8647.0,173.0,7905.0,173.0,7209.0,55.0,742.0,32.0,937.0,1429042.0,836502.0,225117.0,81938.0,1451703.0,1069811.0,258639.0,110527.0,1987,4219864.0,174629.0,20308.0,NJ,1.0,0.0,0.0,1.0
NM,2042,989183.0,1063.0,979.0,478763.0,510420.0,1046.0,967.0,12.0,17.0,432009.0,9849.0,459051.0,8714.0,13.0,20.0,45.0,135.0,262.0,380.0,166.0,25.0,5.0,28.0,56.0,133.0,271.0,263.0,0.0,4.0,0.0,0.0,2.0,4.0,5.0,4.0,2.0,0.0,176.0,35.0,1.0,0.0,1.0,4.0,1.0,1.0,108759.0,106919.0,74241.0,56073.0,48263.0,28029.0,9725.0,3500.0,2699.0,1408.0,1002.0,702.0,393.0,145.0,107399.0,108139.0,75647.0,59562.0,54536.0,36151.0,17617.0,2664.0,2222.0,1244.0,1005.0,836.0,518.0,225.0,33.0,1013.0,33.0,934.0,1.0,11.0,0.0,17.0,289919.0,142090.0,7607.0,2242.0,291185.0,167866.0,6130.0,2584.0,1987,698586.0,22429.0,12886.0,NM,0.0,1.0,0.0,0.0
NV,1881,742263.0,1058.0,823.0,376303.0,365960.0,1011.0,785.0,38.0,47.0,340648.0,20895.0,328005.0,20374.0,8.0,13.0,44.0,152.0,335.0,328.0,116.0,15.0,5.0,17.0,57.0,113.0,264.0,226.0,2.0,12.0,0.0,2.0,3.0,11.0,17.0,8.0,6.0,0.0,90.0,13.0,1.0,2.0,6.0,13.0,2.0,0.0,82352.0,84690.0,60875.0,45814.0,41107.0,20750.0,5060.0,7182.0,5974.0,3310.0,2263.0,1393.0,617.0,156.0,75515.0,78177.0,56193.0,43043.0,41529.0,24195.0,9353.0,6606.0,5774.0,3327.0,2158.0,1480.0,765.0,264.0,21.0,990.0,22.0,763.0,3.0,35.0,2.0,45.0,227917.0,112731.0,16466.0,4429.0,209885.0,118120.0,15707.0,4667.0,1987,615830.0,21951.0,17006.0,NV,0.0,1.0,1.0,0.0
NY,38350,12989751.0,19409.0,18941.0,6046601.0,6943150.0,16955.0,16743.0,2198.0,2454.0,4971234.0,847746.0,5633646.0,1078445.0,141.0,276.0,714.0,2176.0,4747.0,5467.0,2934.0,500.0,96.0,289.0,801.0,2057.0,4142.0,5092.0,87.0,418.0,31.0,59.0,191.0,515.0,782.0,556.0,281.0,39.0,3431.0,835.0,29.0,227.0,652.0,478.0,261.0,46.0,1201541.0,1121459.0,828637.0,680567.0,628356.0,365770.0,144904.0,263828.0,215177.0,145433.0,106303.0,72751.0,33303.0,10951.0,1209959.0,1147587.0,881628.0,744225.0,757264.0,562343.0,330640.0,293315.0,260846.0,187468.0,140302.0,108313.0,62038.0,26163.0,417.0,16538.0,385.0,16358.0,116.0,2082.0,90.0,2364.0,3151637.0,1819597.0,624438.0,223308.0,3239174.0,2394472.0,741629.0,336816.0,1987,9471509.0,418306.0,19055.0,NY,0.0,1.0,1.0,0.0
OH,23088,7591841.0,12147.0,10941.0,3565968.0,4025873.0,10769.0,9906.0,1035.0,1378.0,3213170.0,321289.0,3593431.0,398733.0,73.0,182.0,429.0,1365.0,3343.0,3470.0,1615.0,292.0,67.0,217.0,566.0,1261.0,2611.0,2842.0,34.0,207.0,4.0,28.0,74.0,237.0,435.0,403.0,166.0,31.0,1867.0,475.0,9.0,72.0,291.0,238.0,147.0,37.0,779035.0,751776.0,540504.0,438968.0,400869.0,220917.0,81101.0,90176.0,78294.0,49764.0,42740.0,36009.0,17968.0,6338.0,790733.0,767403.0,563456.0,473114.0,476587.0,333022.0,189116.0,104882.0,95559.0,61520.0,52137.0,45053.0,26912.0,12670.0,255.0,10514.0,284.0,9622.0,43.0,992.0,32.0,1346.0,2071315.0,1141855.0,218234.0,103055.0,2121592.0,1471839.0,261961.0,136772.0,1987,5547914.0,191784.0,15428.0,OH,0.0,1.0,1.0,0.0
OK,6246,2226613.0,3399.0,2847.0,1059785.0,1166828.0,3162.0,2666.0,181.0,237.0,918754.0,66847.0,1009546.0,74232.0,13.0,43.0,146.0,381.0,888.0,1093.0,509.0,89.0,21.0,71.0,133.0,336.0,650.0,775.0,11.0,29.0,0.0,3.0,17.0,34.0,70.0,68.0,38.0,7.0,565.0,115.0,4.0,18.0,46.0,35.0,31.0,7.0,220079.0,207795.0,155497.0,126501.0,112753.0,67925.0,28204.0,23065.0,17005.0,9401.0,6730.0,5406.0,3553.0,1687.0,214160.0,208523.0,160532.0,134693.0,131359.0,100226.0,60053.0,21892.0,17869.0,10503.0,8133.0,7186.0,5455.0,3194.0,56.0,3106.0,92.0,2574.0,15.0,166.0,3.0,234.0,583371.0,335383.0,49471.0,17376.0,583215.0,426331.0,50264.0,23968.0,1987,1598762.0,49055.0,13536.0,OK,1.0,1.0,0.0,0.0
OR,5514,1928542.0,2927.0,2587.0,931239.0,997303.0,2898.0,2564.0,23.0,29.0,889065.0,13760.0,954125.0,12361.0,22.0,38.0,114.0,318.0,829.0,982.0,497.0,98.0,16.0,53.0,129.0,293.0,665.0,806.0,0.0,4.0,1.0,0.0,3.0,4.0,12.0,7.0,2.0,0.0,463.0,139.0,1.0,2.0,9.0,5.0,1.0,1.0,192680.0,225772.0,156959.0,107764.0,108237.0,71490.0,26163.0,4286.0,4125.0,2174.0,1337.0,1070.0,600.0,168.0,190938.0,226123.0,155923.0,112431.0,122573.0,93652.0,52485.0,3549.0,3396.0,1838.0,1294.0,1169.0,790.0,325.0,60.0,2838.0,69.0,2495.0,1.0,22.0,1.0,28.0,575411.0,313654.0,10585.0,3175.0,572984.0,381141.0,8783.0,3578.0,1987,1454698.0,44594.0,14756.0,OR,1.0,1.0,0.0,0.0
PA,29070,8618024.0,15191.0,13879.0,4024230.0,4593794.0,13705.0,12697.0,1182.0,1486.0,3660653.0,322094.0,4149269.0,400723.0,81.0,181.0,435.0,1645.0,4212.0,4599.0,2196.0,356.0,63.0,202.0,573.0,1503.0,3323.0,3994.0,44.0,219.0,13.0,34.0,87.0,262.0,484.0,396.0,183.0,27.0,2464.0,575.0,5.0,103.0,325.0,298.0,152.0,36.0,848956.0,803802.0,589046.0,503919.0,510260.0,299521.0,105149.0,95033.0,75867.0,49185.0,40999.0,35739.0,18690.0,6581.0,855523.0,816135.0,614328.0,552732.0,619077.0,452260.0,239214.0,103594.0,89983.0,60971.0,52837.0,48528.0,30943.0,13867.0,262.0,13443.0,265.0,12432.0,49.0,1133.0,47.0,1439.0,2241804.0,1418849.0,220085.0,102009.0,2285986.0,1863283.0,254548.0,146175.0,1987,5956959.0,202910.0,15910.0,PA,0.0,1.0,1.0,0.0
RI,2312,728331.0,1181.0,1131.0,340347.0,387984.0,1147.0,1112.0,19.0,34.0,322965.0,11779.0,369599.0,12476.0,7.0,20.0,46.0,137.0,319.0,412.0,186.0,20.0,3.0,16.0,43.0,124.0,286.0,343.0,1.0,6.0,1.0,0.0,3.0,3.0,16.0,8.0,3.0,0.0,240.0,57.0,0.0,3.0,4.0,1.0,4.0,0.0,84557.0,71242.0,50388.0,40595.0,42293.0,24699.0,9191.0,4412.0,3191.0,1676.0,1146.0,841.0,381.0,132.0,84922.0,73046.0,52527.0,44850.0,51930.0,39322.0,23002.0,4169.0,3208.0,1781.0,1391.0,1086.0,580.0,261.0,27.0,1120.0,19.0,1093.0,1.0,18.0,1.0,33.0,206187.0,116778.0,9279.0,2500.0,210495.0,159104.0,9158.0,3318.0,1987,546024.0,17891.0,16653.0,RI,1.0,1.0,0.0,0.0
SC,5890,2346866.0,3284.0,2606.0,1112870.0,1233996.0,2343.0,1898.0,708.0,941.0,825220.0,279604.0,879337.0,344816.0,13.0,38.0,124.0,388.0,761.0,713.0,270.0,36.0,11.0,47.0,117.0,270.0,523.0,535.0,32.0,126.0,11.0,23.0,65.0,168.0,292.0,284.0,88.0,10.0,322.0,73.0,16.0,58.0,196.0,169.0,93.0,18.0,218287.0,192286.0,144440.0,109871.0,96821.0,49674.0,13841.0,88802.0,70437.0,43409.0,30015.0,26389.0,15695.0,4857.0,202137.0,187631.0,145322.0,117823.0,115073.0,75926.0,35425.0,98673.0,82634.0,51193.0,38599.0,37192.0,25459.0,11066.0,51.0,2292.0,58.0,1840.0,48.0,660.0,34.0,907.0,555013.0,270207.0,202648.0,76956.0,535090.0,344247.0,232500.0,112316.0,1987,1738122.0,52688.0,13055.0,SC,1.0,1.0,0.0,0.0
SD,1316,476074.0,706.0,610.0,230292.0,245782.0,706.0,607.0,3.0,0.0,217022.0,1224.0,231778.0,597.0,1.0,12.0,20.0,76.0,202.0,235.0,133.0,27.0,4.0,14.0,29.0,55.0,144.0,182.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,49.0,0.0,0.0,1.0,0.0,1.0,0.0,53177.0,48657.0,32334.0,28050.0,27836.0,18312.0,8656.0,640.0,339.0,126.0,58.0,32.0,19.0,10.0,51501.0,47126.0,31868.0,29317.0,30288.0,24566.0,17112.0,307.0,156.0,57.0,34.0,20.0,14.0,9.0,13.0,693.0,18.0,589.0,0.0,3.0,0.0,0.0,134168.0,82854.0,1105.0,119.0,130495.0,101283.0,520.0,77.0,1987,381298.0,10669.0,13454.0,SD,0.0,0.0,1.0,1.0
TN,10019,3414298.0,5534.0,4485.0,1601520.0,1812778.0,4601.0,3737.0,748.0,933.0,1379001.0,211254.0,1532081.0,268174.0,18.0,62.0,211.0,661.0,1420.0,1492.0,657.0,80.0,20.0,103.0,201.0,514.0,957.0,1084.0,29.0,125.0,6.0,23.0,51.0,146.0,275.0,277.0,140.0,15.0,713.0,145.0,4.0,62.0,169.0,209.0,129.0,21.0,332936.0,317705.0,247029.0,190346.0,162740.0,94796.0,33449.0,66177.0,52687.0,30972.0,22865.0,19729.0,13227.0,5597.0,332798.0,323803.0,253972.0,206175.0,196605.0,142723.0,76005.0,75932.0,64781.0,38671.0,30376.0,27517.0,20441.0,10456.0,80.0,4521.0,123.0,3614.0,33.0,715.0,29.0,904.0,897670.0,481331.0,149836.0,61418.0,910573.0,621508.0,179384.0,88790.0,1987,2577879.0,80715.0,13801.0,TN,1.0,1.0,0.0,0.0
TX,25354,11242766.0,14011.0,11343.0,5435358.0,5807408.0,12098.0,9957.0,1386.0,1913.0,4742399.0,583775.0,5027351.0,665235.0,100.0,240.0,541.0,1691.0,3662.0,3761.0,1866.0,237.0,70.0,293.0,620.0,1377.0,2538.0,2842.0,62.0,239.0,16.0,32.0,130.0,342.0,573.0,518.0,258.0,44.0,1785.0,432.0,18.0,122.0,375.0,318.0,210.0,42.0,1285098.0,1205191.0,803806.0,598142.0,484619.0,267705.0,97838.0,190437.0,157430.0,87141.0,62740.0,46845.0,27450.0,11732.0,1237265.0,1184056.0,813337.0,631280.0,562981.0,385799.0,212633.0,195832.0,171248.0,99321.0,74984.0,60705.0,41421.0,21724.0,340.0,11758.0,363.0,9594.0,80.0,1306.0,48.0,1865.0,3294095.0,1448304.0,435008.0,148767.0,3234658.0,1792693.0,466401.0,198834.0,1987,8723023.0,300667.0,14530.0,TX,1.0,1.0,0.0,0.0
UT,1661,999839.0,869.0,792.0,488097.0,511742.0,864.0,788.0,4.0,5.0,469839.0,4122.0,493880.0,2645.0,13.0,19.0,47.0,105.0,225.0,282.0,148.0,25.0,11.0,24.0,44.0,106.0,196.0,230.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,146.0,31.0,0.0,0.0,1.0,3.0,0.0,0.0,137270.0,121374.0,75063.0,54192.0,45248.0,26698.0,9994.0,1732.0,1154.0,513.0,319.0,241.0,121.0,42.0,136891.0,120680.0,75958.0,56369.0,50405.0,35378.0,18199.0,901.0,724.0,348.0,250.0,221.0,132.0,69.0,32.0,832.0,35.0,753.0,0.0,4.0,0.0,5.0,333707.0,136132.0,3399.0,723.0,333529.0,160351.0,1973.0,672.0,1987,830377.0,25100.0,12360.0,UT,0.0,0.0,1.0,1.0
VA,10787,4266949.0,5854.0,4933.0,2058628.0,2208321.0,4489.0,4007.0,926.0,1365.0,1665748.0,346147.0,1760872.0,394278.0,30.0,82.0,206.0,660.0,1421.0,1337.0,645.0,108.0,22.0,102.0,226.0,539.0,1086.0,1141.0,26.0,160.0,9.0,21.0,71.0,224.0,447.0,398.0,170.0,25.0,723.0,168.0,16.0,68.0,268.0,240.0,122.0,26.0,443575.0,405485.0,305319.0,214512.0,175254.0,91264.0,30339.0,109885.0,86864.0,52261.0,39052.0,33421.0,18480.0,6184.0,413545.0,402710.0,305041.0,221912.0,205780.0,137597.0,74287.0,111097.0,95837.0,59019.0,46062.0,42229.0,27412.0,12622.0,112.0,4377.0,124.0,3883.0,42.0,884.0,30.0,1335.0,1154379.0,511369.0,249010.0,97137.0,1121296.0,639576.0,265953.0,128325.0,1987,3479609.0,117603.0,17581.0,VA,1.0,1.0,0.0,0.0
VT,1069,381285.0,556.0,513.0,182625.0,198660.0,555.0,512.0,1.0,1.0,180821.0,611.0,196942.0,396.0,4.0,6.0,19.0,66.0,153.0,184.0,112.0,11.0,6.0,12.0,28.0,71.0,120.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,45827.0,44837.0,32038.0,22392.0,19387.0,11722.0,4618.0,236.0,179.0,96.0,47.0,30.0,16.0,7.0,46633.0,45820.0,31654.0,23270.0,22148.0,16719.0,10698.0,169.0,106.0,47.0,35.0,18.0,13.0,8.0,10.0,545.0,18.0,494.0,0.0,1.0,0.0,1.0,122702.0,58119.0,511.0,100.0,124107.0,72835.0,322.0,74.0,1987,320497.0,9157.0,15060.0,VT,1.0,1.0,0.0,0.0
WA,8029,3221665.0,4249.0,3780.0,1576877.0,1644788.0,4157.0,3711.0,69.0,92.0,1455485.0,46803.0,1519942.0,38410.0,31.0,75.0,204.0,511.0,1155.0,1420.0,657.0,104.0,19.0,82.0,192.0,424.0,991.0,1114.0,4.0,11.0,2.0,2.0,3.0,16.0,29.0,30.0,8.0,2.0,688.0,201.0,2.0,8.0,21.0,15.0,7.0,1.0,350708.0,372095.0,256628.0,177383.0,163535.0,99155.0,35981.0,17063.0,13589.0,6919.0,4263.0,3081.0,1471.0,417.0,335041.0,366684.0,251449.0,178248.0,182133.0,131780.0,74607.0,12615.0,10968.0,5523.0,3696.0,3165.0,1732.0,711.0,106.0,4051.0,101.0,3610.0,6.0,63.0,4.0,88.0,979431.0,476054.0,37571.0,9232.0,953174.0,566768.0,29106.0,9304.0,1987,2470016.0,90325.0,16480.0,WA,1.0,1.0,0.0,0.0
WI,9452,3360605.0,5008.0,4444.0,1610036.0,1750569.0,4861.0,4318.0,126.0,147.0,1531866.0,56819.0,1658657.0,69015.0,31.0,63.0,181.0,568.0,1280.0,1651.0,922.0,165.0,16.0,76.0,203.0,461.0,992.0,1301.0,8.0,25.0,0.0,2.0,11.0,31.0,52.0,37.0,10.0,4.0,1009.0,260.0,0.0,15.0,32.0,27.0,15.0,4.0,381720.0,356562.0,248667.0,198092.0,180974.0,117014.0,48837.0,20018.0,15746.0,8834.0,6032.0,3946.0,1674.0,569.0,379638.0,353131.0,248715.0,205177.0,207328.0,163729.0,100939.0,23563.0,19212.0,10567.0,7265.0,4766.0,2552.0,1090.0,94.0,4767.0,92.0,4226.0,8.0,118.0,2.0,145.0,986949.0,544917.0,44598.0,12221.0,981484.0,677173.0,53342.0,15673.0,1987,2604573.0,82013.0,15399.0,WI,1.0,1.0,0.0,0.0
WV,4301,1314908.0,2310.0,1991.0,615363.0,699545.0,2238.0,1910.0,81.0,72.0,595106.0,17445.0,674426.0,21889.0,10.0,28.0,96.0,296.0,688.0,744.0,324.0,52.0,8.0,34.0,110.0,232.0,566.0,523.0,1.0,13.0,0.0,0.0,2.0,7.0,18.0,30.0,13.0,2.0,369.0,68.0,0.0,5.0,18.0,20.0,16.0,8.0,130074.0,135832.0,101512.0,84443.0,79280.0,46858.0,17107.0,4658.0,4020.0,2234.0,1968.0,2191.0,1633.0,741.0,135715.0,140234.0,104313.0,93208.0,95920.0,68934.0,36102.0,4895.0,4403.0,2575.0,2727.0,3247.0,2596.0,1446.0,38.0,2200.0,42.0,1868.0,1.0,80.0,0.0,72.0,367418.0,227688.0,10912.0,6533.0,380262.0,294164.0,11873.0,10016.0,1987,738242.0,23425.0,11683.0,WV,1.0,1.0,0.0,0.0
WY,688,312840.0,372.0,316.0,155710.0,157130.0,368.0,315.0,1.0,4.0,151390.0,1229.0,152642.0,964.0,4.0,14.0,17.0,47.0,98.0,116.0,66.0,6.0,0.0,11.0,21.0,41.0,90.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,53.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,34622.0,41366.0,27018.0,20416.0,16411.0,8431.0,3126.0,469.0,342.0,161.0,119.0,88.0,36.0,14.0,33328.0,39356.0,25348.0,20090.0,17445.0,11054.0,6021.0,316.0,257.0,122.0,104.0,89.0,54.0,22.0,18.0,350.0,11.0,304.0,0.0,1.0,0.0,4.0,103006.0,48384.0,972.0,257.0,98032.0,54610.0,695.0,269.0,1987,258441.0,10370.0,14161.0,WY,0.0,0.0,1.0,1.0
ZZ,329,,179.0,150.0,,,162.0,137.0,13.0,17.0,,,,,7.0,16.0,17.0,35.0,48.0,28.0,10.0,1.0,4.0,9.0,19.0,21.0,40.0,25.0,0.0,5.0,0.0,1.0,4.0,5.0,4.0,2.0,1.0,0.0,16.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,139.0,13.0,124.0,0.0,13.0,1.0,16.0,,,,,,,,,1987,,,,,,,,
DC,1641,481746.0,887.0,754.0,219332.0,262414.0,177.0,198.0,556.0,710.0,80707.0,134067.0,86172.0,170800.0,2.0,5.0,7.0,18.0,46.0,55.0,38.0,6.0,1.0,1.0,15.0,12.0,30.0,62.0,17.0,85.0,5.0,15.0,51.0,100.0,253.0,200.0,74.0,12.0,68.0,9.0,6.0,43.0,158.0,146.0,85.0,16.0,25338.0,21259.0,13528.0,7831.0,6468.0,4223.0,2060.0,35593.0,33280.0,21139.0,17283.0,15463.0,8567.0,2742.0,26494.0,19168.0,12944.0,7443.0,7646.0,7127.0,5350.0,41671.0,38515.0,25759.0,21498.0,21900.0,14855.0,6602.0,7.0,170.0,2.0,196.0,23.0,533.0,20.0,690.0,60125.0,20582.0,90012.0,44055.0,58606.0,27566.0,105945.0,64855.0,1988,755799.0,35226.0,22274.0,,,,,
DE,1447,465191.0,765.0,682.0,220966.0,244225.0,639.0,581.0,101.0,126.0,186000.0,31753.0,202824.0,37829.0,2.0,9.0,31.0,99.0,185.0,201.0,100.0,12.0,4.0,9.0,29.0,86.0,166.0,161.0,7.0,22.0,1.0,2.0,10.0,29.0,35.0,33.0,15.0,1.0,102.0,24.0,1.0,6.0,34.0,21.0,8.0,2.0,46867.0,42724.0,31917.0,24612.0,23522.0,12388.0,3970.0,10027.0,7894.0,5261.0,3720.0,2880.0,1489.0,482.0,46911.0,42645.0,32774.0,26243.0,26987.0,17742.0,9522.0,11100.0,9464.0,6143.0,4286.0,3565.0,2219.0,1052.0,11.0,628.0,13.0,568.0,8.0,93.0,3.0,123.0,121508.0,64492.0,23182.0,8571.0,122330.0,80494.0,26707.0,11122.0,1988,402702.0,16887.0,19021.0,DE,1.0,0.0,0.0,1.0
FL,31425,9232757.0,17209.0,14216.0,4370279.0,4862478.0,15631.0,13050.0,1166.0,1578.0,3842657.0,474183.0,4240592.0,559152.0,53.0,161.0,519.0,1580.0,4176.0,5594.0,3091.0,457.0,48.0,182.0,550.0,1308.0,3343.0,4381.0,73.0,190.0,18.0,51.0,104.0,260.0,486.0,434.0,201.0,24.0,2727.0,511.0,20.0,108.0,297.0,284.0,157.0,37.0,803350.0,792016.0,597589.0,477130.0,573851.0,434997.0,163724.0,143682.0,126340.0,77733.0,55743.0,40284.0,22468.0,7933.0,773555.0,784604.0,616086.0,532625.0,695176.0,562471.0,276075.0,159173.0,144000.0,88819.0,65188.0,52190.0,34228.0,15554.0,214.0,15417.0,230.0,12820.0,93.0,1073.0,69.0,1509.0,2192955.0,1649702.0,347755.0,126428.0,2174245.0,2066347.0,391992.0,167160.0,1988,6390284.0,224848.0,17772.0,FL,1.0,1.0,0.0,0.0
GA,10952,4395818.0,6132.0,4820.0,2080061.0,2315757.0,4637.0,3658.0,1162.0,1495.0,1578748.0,475940.0,1695050.0,592791.0,30.0,88.0,250.0,726.0,1425.0,1408.0,634.0,76.0,32.0,104.0,268.0,496.0,953.0,960.0,55.0,176.0,19.0,36.0,125.0,252.0,426.0,441.0,179.0,17.0,681.0,164.0,16.0,101.0,286.0,322.0,174.0,32.0,397942.0,390000.0,303260.0,207706.0,162599.0,89273.0,27968.0,151967.0,130696.0,77864.0,48567.0,36199.0,22639.0,8008.0,381311.0,387987.0,305407.0,216297.0,194481.0,138615.0,70952.0,171810.0,155488.0,93346.0,61728.0,52710.0,38785.0,18924.0,118.0,4519.0,136.0,3522.0,71.0,1091.0,55.0,1440.0,1091202.0,487546.0,360527.0,115413.0,1074705.0,620345.0,420644.0,172147.0,1988,3544762.0,126565.0,15886.0,GA,1.0,1.0,0.0,0.0
HI,508,767900.0,313.0,195.0,389311.0,378589.0,311.0,192.0,3.0,2.0,120938.0,11476.0,102430.0,5981.0,1.0,6.0,14.0,37.0,98.0,103.0,47.0,5.0,2.0,4.0,15.0,17.0,44.0,68.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,34042.0,34751.0,22388.0,11881.0,10388.0,5823.0,1665.0,6543.0,3277.0,980.0,347.0,221.0,81.0,27.0,24692.0,29925.0,18214.0,10821.0,10131.0,5832.0,2815.0,3237.0,1811.0,500.0,209.0,132.0,51.0,41.0,7.0,304.0,6.0,186.0,0.0,3.0,0.0,2.0,91181.0,29757.0,10800.0,676.0,72831.0,29599.0,5548.0,433.0,1988,668691.0,26799.0,18949.0,HI,1.0,1.0,0.0,0.0
IA,6203,1963718.0,3280.0,2923.0,928672.0,1035046.0,3242.0,2892.0,31.0,38.0,906273.0,13414.0,1012237.0,13705.0,12.0,34.0,124.0,348.0,852.0,1078.0,643.0,151.0,13.0,47.0,149.0,298.0,629.0,829.0,0.0,5.0,1.0,2.0,2.0,9.0,11.0,6.0,5.0,2.0,715.0,212.0,0.0,4.0,7.0,11.0,1.0,3.0,207089.0,205577.0,149481.0,119275.0,114912.0,76283.0,33656.0,4629.0,3507.0,1999.0,1396.0,1095.0,567.0,221.0,207021.0,205916.0,152193.0,127312.0,133259.0,109084.0,77452.0,4354.0,3346.0,2007.0,1508.0,1233.0,801.0,456.0,46.0,3196.0,60.0,2832.0,0.0,31.0,3.0,35.0,562147.0,344126.0,10135.0,3279.0,565130.0,447107.0,9707.0,3998.0,1988,1556965.0,49088.0,15443.0,IA,1.0,1.0,0.0,0.0
ID,1599,648826.0,870.0,729.0,318504.0,330322.0,870.0,729.0,0.0,0.0,310504.0,1269.0,322627.0,739.0,5.0,16.0,35.0,92.0,235.0,313.0,139.0,35.0,1.0,9.0,45.0,103.0,188.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,70115.0,76337.0,56300.0,39161.0,35492.0,24164.0,8935.0,538.0,375.0,155.0,101.0,62.0,27.0,11.0,67713.0,75884.0,54832.0,39776.0,38992.0,29677.0,15753.0,302.0,205.0,71.0,62.0,52.0,33.0,14.0,21.0,849.0,10.0,719.0,0.0,0.0,0.0,0.0,202752.0,107752.0,1068.0,201.0,198429.0,124198.0,578.0,161.0,1988,508352.0,15285.0,13722.0,ID,0.0,0.0,1.0,1.0
IL,23572,8045572.0,12448.0,11124.0,3814433.0,4231139.0,10547.0,9641.0,1483.0,1901.0,3247420.0,472942.0,3542967.0,588577.0,60.0,155.0,382.0,1278.0,3049.0,3510.0,1859.0,254.0,42.0,192.0,503.0,1154.0,2377.0,2921.0,77.0,294.0,16.0,50.0,134.0,386.0,626.0,462.0,197.0,30.0,2003.0,449.0,15.0,102.0,430.0,339.0,195.0,31.0,793607.0,775245.0,557697.0,421342.0,383833.0,229179.0,86517.0,141135.0,120312.0,77326.0,58609.0,45059.0,22437.0,8064.0,766902.0,765460.0,567264.0,443115.0,452248.0,345540.0,202438.0,158695.0,148051.0,97245.0,73687.0,59217.0,35103.0,16579.0,215.0,10332.0,234.0,9407.0,92.0,1391.0,66.0,1835.0,2126549.0,1120871.0,338773.0,134169.0,2099626.0,1443341.0,403991.0,184586.0,1988,6187499.0,252197.0,18699.0,IL,1.0,1.0,0.0,0.0
